row ID,MaritalStatus,Gender,EstimatedYearlyIncome,NumberOfContracts,Age,Target,Available401K,CustomerValueSegment,ChurnScore,CallActivity,SentimentRating,Products,WebActivity,Iteration
R10588_Row10588_Row10588_Row10588#1,M,M,60000,0,38,1,1,2,0.2,3,1,Fund Manager+,0,1
R10595_Row10595_Row10595_Row10595#1,M,M,60000,0,38,1,1,2,0.2,3,1,Fund Manager+,0,1
R10596_Row10596_Row10596_Row10596#1,M,M,60000,0,39,1,1,2,0,4,1,Fund Manager+,0,1
R10597_Row10597_Row10597_Row10597#1,M,M,70000,0,39,1,1,2,0,4,3,Fund Manager+,0,1
R10598_Row10598_Row10598_Row10598#1,M,F,60000,0,40,1,1,2,0,4,1,Fund Manager+,0,1
R10599_Row10599_Row10599_Row10599#1,M,F,60000,0,40,1,1,2,0.2,4,1,Fund Manager+,0,1
R10605_Row10605_Row10605_Row10605#1,M,F,60000,0,40,1,0,2,0,4,2,Fund Manager+,0,1
R10606_Row10606_Row10606_Row10606#1,M,M,60000,0,40,1,1,2,0,4,2,Fund Manager+,0,1
R10607_Row10607_Row10607_Row10607#1,M,M,60000,0,40,1,1,2,0.2,4,2,Fund Manager+,0,1
R10608_Row10608_Row10608_Row10608#1,M,M,70000,0,39,1,1,2,0.2,4,3,Fund Manager+,0,1
R10609_Row10609_Row10609_Row10609#1,S,F,70000,0,40,1,1,2,0.2,4,4,Fund Manager+,0,1
R10610_Row10610_Row10610_Row10610#1,M,M,70000,0,40,1,1,2,0.2,4,4,Fund Manager+,0,1
R10611_Row10611_Row10611_Row10611#1,M,M,80000,0,40,1,1,2,0,4,2,Fund Manager+,0,1
R10616_Row10616_Row10616_Row10616#1,M,M,60000,0,43,0,0,2,0.2,3,0,Fund Manager+,0,1
R10617_Row10617_Row10617_Row10617#1,S,F,60000,0,44,0,1,2,0,4,0,Fund Manager+,0,1
R10618_Row10618_Row10618_Row10618#1,M,M,70000,0,44,1,0,2,0.2,4,4,Fund Manager+,0,1
R10619_Row10619_Row10619_Row10619#1,S,F,70000,0,44,1,1,2,0.2,4,4,Fund Manager+,0,1
R10620_Row10620_Row10620_Row10620#1,M,F,60000,0,41,1,1,2,0,4,2,Fund Manager+,0,1
R10621_Row10621_Row10621_Row10621#1,M,M,60000,0,41,1,1,2,0.2,4,2,Fund Manager+,0,1
R10622_Row10622_Row10622_Row10622#1,M,M,60000,0,41,1,1,2,0.2,4,2,Fund Manager+,0,1
R10623_Row10623_Row10623_Row10623#1,M,M,70000,2,41,0,1,2,0.2,4,5,Fund Manager+,5,1
R10624_Row10624_Row10624_Row10624#1,S,F,70000,2,41,0,1,2,0.2,4,5,Fund Manager+,5,1
R10625_Row10625_Row10625_Row10625#1,M,F,70000,2,41,0,1,2,0.2,4,5,Fund Manager+,5,1
R10626_Row10626_Row10626_Row10626#1,M,F,70000,2,40,0,1,2,0,4,5,Fund Manager+,5,1
R10627_Row10627_Row10627_Row10627#1,M,F,70000,2,41,0,1,2,0.2,4,5,Fund Manager+,5,1
R10658_Row10658_Row10658_Row10658#1,M,F,60000,0,47,1,0,2,0.2,4,3,Fund Manager+,2,1
R10659_Row10659_Row10659_Row10659#1,M,F,60000,0,47,1,1,2,0.2,4,3,Fund Manager+,2,1
R10660_Row10660_Row10660_Row10660#1,M,F,60000,0,47,1,1,2,0.2,4,3,Fund Manager+,2,1
R10687_Row10687_Row10687_Row10687#1,S,F,50000,0,36,0,0,2,0,2,0,Fund Manager+,0,1
R10688_Row10688_Row10688_Row10688#1,S,M,70000,0,79,0,0,2,0.1,3,5,Fund Manager+,0,1
R10689_Row10689_Row10689_Row10689#1,M,F,40000,1,79,0,1,2,0.1,3,1,Fund Manager+,0,1
R10690_Row10690_Row10690_Row10690#1,S,F,60000,0,44,0,1,2,0,3,0,Fund Manager+,0,1
R10691_Row10691_Row10691_Row10691#1,S,M,60000,0,44,0,0,2,0,3,0,Fund Manager+,0,1
R10692_Row10692_Row10692_Row10692#1,S,F,60000,0,43,0,0,2,0,3,0,Fund Manager+,0,1
R10693_Row10693_Row10693_Row10693#1,S,F,60000,0,44,0,0,2,0,3,0,Fund Manager+,0,1
R10694_Row10694_Row10694_Row10694#1,S,M,60000,0,44,0,0,2,0,3,0,Fund Manager+,0,1
R10695_Row10695_Row10695_Row10695#1,M,M,60000,0,44,1,0,2,0.1,3,0,Fund Manager+,0,1
R10712_Row10712_Row10712_Row10712#1,M,F,80000,0,52,0,1,2,0.1,2,5,Fund Manager+,0,1
R10713_Row10713_Row10713_Row10713#1,S,M,80000,0,51,0,1,2,0,3,5,Fund Manager+,0,1
R10714_Row10714_Row10714_Row10714#1,S,F,80000,0,52,0,0,2,0,3,5,Fund Manager+,0,1
R10715_Row10715_Row10715_Row10715#1,M,M,80000,0,52,0,0,2,0.1,3,5,Fund Manager+,0,1
R10716_Row10716_Row10716_Row10716#1,M,M,80000,0,52,0,1,2,0,3,4,Fund Manager+,0,1
R10718_Row10718_Row10718_Row10718#1,S,M,60000,0,50,0,1,2,0.1,2,4,Fund Manager+,0,1
R10719_Row10719_Row10719_Row10719#1,S,F,60000,0,50,0,1,2,0.1,3,4,Fund Manager+,0,1
R10720_Row10720_Row10720_Row10720#1,S,M,60000,0,51,0,1,2,0,3,4,Fund Manager+,0,1
R10721_Row10721_Row10721_Row10721#1,S,F,60000,0,51,0,0,2,0.1,3,4,Fund Manager+,0,1
R10722_Row10722_Row10722_Row10722#1,M,M,60000,0,51,0,1,2,0.1,3,4,Fund Manager+,0,1
R10723_Row10723_Row10723_Row10723#1,M,F,50000,0,38,1,1,2,0.1,3,0,Fund Manager+,0,1
R10724_Row10724_Row10724_Row10724#1,S,F,50000,0,38,0,1,2,0,3,0,Fund Manager+,0,1
R10725_Row10725_Row10725_Row10725#1,S,F,50000,0,38,0,0,2,0,3,0,Fund Manager+,0,1
R10726_Row10726_Row10726_Row10726#1,S,F,40000,0,37,0,0,2,0,3,0,Fund Manager+,0,1
R10727_Row10727_Row10727_Row10727#1,M,F,40000,0,37,1,0,2,0.1,3,0,Fund Manager+,0,1
R10728_Row10728_Row10728_Row10728#1,S,F,40000,0,37,1,1,2,0.1,3,0,Fund Manager+,0,1
R10729_Row10729_Row10729_Row10729#1,S,F,40000,0,37,0,1,2,0.1,3,1,Fund Manager+,0,1
R10730_Row10730_Row10730_Row10730#1,M,M,40000,0,37,0,1,2,0.1,3,1,Fund Manager+,0,1
R10731_Row10731_Row10731_Row10731#1,M,F,40000,0,37,0,1,2,0.1,3,1,Fund Manager+,0,1
R10732_Row10732_Row10732_Row10732#1,S,M,50000,0,37,0,1,2,0.1,3,1,Fund Manager+,0,1
R10734_Row10734_Row10734_Row10734#1,M,F,60000,0,39,0,1,2,0.1,3,1,Fund Manager+,0,1
R10735_Row10735_Row10735_Row10735#1,M,F,70000,0,39,0,1,2,0,3,1,Fund Manager+,0,1
R10736_Row10736_Row10736_Row10736#1,M,M,70000,0,39,0,1,2,0,3,1,Fund Manager+,0,1
R10737_Row10737_Row10737_Row10737#1,S,M,10000,0,48,0,0,3,0,3,1,Fund Manager+,0,1
R10738_Row10738_Row10738_Row10738#1,M,M,20000,0,48,0,1,3,0,1,1,Fund Manager+,0,1
R10739_Row10739_Row10739_Row10739#1,S,M,20000,0,48,0,1,3,0,2,1,Fund Manager+,0,1
R10740_Row10740_Row10740_Row10740#1,M,F,20000,0,47,0,1,3,0,2,1,Fund Manager+,0,1
R10750_Row10750_Row10750_Row10750#1,M,M,60000,2,68,0,0,2,1,5,3,Fund Manager+,0,1
R10751_Row10751_Row10751_Row10751#1,M,M,60000,2,67,0,1,2,0.1,5,3,Fund Manager+,0,1
R10752_Row10752_Row10752_Row10752#1,M,M,60000,2,68,0,1,2,1,5,3,Fund Manager+,0,1
R10905_Row10905_Row10905_Row10905#1,M,M,50000,2,76,0,1,2,0.1,4,2,Fund Manager+,0,1
R10906_Row10906_Row10906_Row10906#1,M,F,50000,2,76,0,1,2,0.1,5,2,Fund Manager+,0,1
R10907_Row10907_Row10907_Row10907#1,M,F,60000,2,76,0,1,2,0.5,5,2,Fund Manager+,0,1
R10908_Row10908_Row10908_Row10908#1,M,F,60000,2,76,0,1,2,0.1,5,2,Fund Manager+,0,1
R10926_Row10926_Row10926_Row10926#1,S,F,60000,1,43,1,0,2,0.2,4,0,Fund Manager+,0,1
R10927_Row10927_Row10927_Row10927#1,S,F,60000,1,43,1,0,2,0.2,4,0,Fund Manager+,0,1
R10928_Row10928_Row10928_Row10928#1,S,M,60000,1,43,1,0,2,0.2,4,0,Fund Manager+,0,1
R10929_Row10929_Row10929_Row10929#1,S,F,60000,1,42,1,1,2,0.2,4,0,Fund Manager+,0,1
R10930_Row10930_Row10930_Row10930#1,S,F,60000,1,43,1,0,2,0.2,4,0,Fund Manager+,0,1
R10939_Row10939_Row10939_Row10939#1,M,M,70000,1,51,1,1,2,0.2,4,2,Fund Manager+,0,1
R10940_Row10940_Row10940_Row10940#1,M,M,90000,0,51,1,1,2,0,4,5,Fund Manager+,0,1
R10942_Row10942_Row10942_Row10942#1,M,F,80000,0,52,1,0,2,0,4,5,Fund Manager+,0,1
R10943_Row10943_Row10943_Row10943#1,S,F,80000,0,41,1,1,1,0,4,4,Fund Manager+,4,1
R10944_Row10944_Row10944_Row10944#1,M,F,90000,0,41,1,1,1,0,5,1,Fund Manager+,0,1
R10945_Row10945_Row10945_Row10945#1,S,F,90000,0,41,1,1,1,0,5,1,Fund Manager+,0,1
R10948_Row10948_Row10948_Row10948#1,M,F,100000,0,41,1,1,1,0,4,1,Fund Manager+,0,1
R10949_Row10949_Row10949_Row10949#1,S,M,100000,0,41,1,1,1,0,5,1,Fund Manager+,0,1
R10950_Row10950_Row10950_Row10950#1,S,M,100000,0,41,1,0,1,0,5,1,Fund Manager+,0,1
R10951_Row10951_Row10951_Row10951#1,S,M,80000,1,39,1,1,1,0,5,4,Fund Manager+,4,1
R10955_Row10955_Row10955_Row10955#1,S,F,110000,1,41,1,1,1,0.5,4,1,Fund Manager+,0,1
R10956_Row10956_Row10956_Row10956#1,S,M,120000,1,40,1,1,1,0.1,5,1,Fund Manager+,0,1
R10957_Row10957_Row10957_Row10957#1,M,F,120000,1,41,1,0,1,0.2,5,1,Fund Manager+,0,1
R10958_Row10958_Row10958_Row10958#1,S,F,130000,0,40,1,1,1,0,5,1,Fund Manager+,0,1
R10959_Row10959_Row10959_Row10959#1,M,M,130000,1,41,1,0,1,0.2,5,1,Fund Manager+,0,1
R10962_Row10962_Row10962_Row10962#1,S,F,80000,2,43,0,1,1,0,4,5,Fund Manager+,5,1
R10963_Row10963_Row10963_Row10963#1,M,F,80000,2,43,0,1,1,0,5,5,Fund Manager+,5,1
R10964_Row10964_Row10964_Row10964#1,M,M,80000,3,43,0,1,1,0,5,5,Fund Manager+,5,1
R11033_Row11033_Row11033_Row11033#1,S,M,50000,1,68,1,1,1,0.5,5,2,Fund Manager+,0,1
R11049_Row11049_Row11049_Row11049#1,S,M,130000,1,43,0,1,2,1,5,0,Fund Manager+,0,1
R11052_Row11052_Row11052_Row11052#1,M,M,110000,3,42,0,0,2,0.1,3,2,Fund Manager+,1,1
R11066_Row11066_Row11066_Row11066#1,M,F,70000,0,39,1,0,2,0.1,3,1,Fund Manager+,1,1
R11067_Row11067_Row11067_Row11067#1,M,F,70000,0,39,1,1,2,0,3,1,Fund Manager+,1,1
R11098_Row11098_Row11098_Row11098#1,S,F,50000,2,74,0,1,2,0.1,4,2,Fund Manager+,0,1
R11099_Row11099_Row11099_Row11099#1,M,M,80000,2,75,1,0,2,0.1,5,4,Fund Manager+,0,1
R11113_Row11113_Row11113_Row11113#1,S,F,70000,2,57,1,1,2,0.5,3,3,Fund Manager+,0,1
R11114_Row11114_Row11114_Row11114#1,M,M,70000,2,57,1,1,2,0.5,5,3,Fund Manager+,0,1
R11115_Row11115_Row11115_Row11115#1,M,M,70000,2,57,1,1,2,0.1,5,3,Fund Manager+,0,1
R11116_Row11116_Row11116_Row11116#1,S,M,70000,2,56,1,0,2,0.5,5,3,Fund Manager+,0,1
R11117_Row11117_Row11117_Row11117#1,M,F,70000,2,57,1,1,2,0.1,5,3,Fund Manager+,0,1
R11118_Row11118_Row11118_Row11118#1,S,F,70000,2,57,1,1,2,0.5,5,3,Fund Manager+,0,1
R11119_Row11119_Row11119_Row11119#1,M,F,70000,2,57,1,1,2,0.1,5,3,Fund Manager+,0,1
R11120_Row11120_Row11120_Row11120#1,M,F,60000,2,56,1,1,2,0.5,5,3,Fund Manager+,0,1
R11123_Row11123_Row11123_Row11123#1,S,F,60000,2,73,0,1,2,1,4,3,Fund Manager+,0,1
R11124_Row11124_Row11124_Row11124#1,M,F,60000,2,73,0,1,2,1,5,3,Fund Manager+,0,1
R11125_Row11125_Row11125_Row11125#1,M,M,60000,2,73,0,1,2,1,5,3,Fund Manager+,0,1
R11126_Row11126_Row11126_Row11126#1,M,F,60000,2,73,0,1,2,0.1,5,3,Fund Manager+,0,1
R11128_Row11128_Row11128_Row11128#1,M,F,70000,2,72,1,1,2,0.1,5,4,Fund Manager+,0,1
R11129_Row11129_Row11129_Row11129#1,M,F,70000,2,71,1,1,2,1,5,4,Fund Manager+,0,1
R11130_Row11130_Row11130_Row11130#1,M,M,70000,2,72,1,1,2,0.1,5,5,Fund Manager+,0,1
R11131_Row11131_Row11131_Row11131#1,M,F,70000,2,72,1,1,2,1,5,5,Fund Manager+,0,1
R11132_Row11132_Row11132_Row11132#1,M,F,70000,2,72,1,1,2,1,5,5,Fund Manager+,0,1
R11133_Row11133_Row11133_Row11133#1,M,M,80000,2,72,1,1,2,0.1,5,4,Fund Manager+,0,1
R11134_Row11134_Row11134_Row11134#1,M,M,60000,2,70,0,1,2,1,5,3,Fund Manager+,0,1
R11135_Row11135_Row11135_Row11135#1,M,F,70000,2,71,1,1,2,1,5,5,Fund Manager+,0,1
R11136_Row11136_Row11136_Row11136#1,M,M,80000,2,70,1,1,2,0.5,5,4,Fund Manager+,0,1
R11137_Row11137_Row11137_Row11137#1,M,F,60000,2,70,1,1,2,1,5,3,Fund Manager+,0,1
R11138_Row11138_Row11138_Row11138#1,M,F,80000,2,70,0,1,2,0.5,5,4,Fund Manager+,0,1
R11144_Row11144_Row11144_Row11144#1,M,M,60000,2,69,0,1,2,0.1,5,3,Fund Manager+,0,1
R11145_Row11145_Row11145_Row11145#1,M,M,60000,2,69,0,1,2,1,5,3,Fund Manager+,0,1
R11207_Row11207_Row11207_Row11207#1,S,F,130000,3,52,1,1,1,0,5,0,Fund Manager+,0,1
R11215_Row11215_Row11215_Row11215#1,M,M,130000,4,43,0,1,2,0,5,0,Fund Manager+,1,1
R11232_Row11232_Row11232_Row11232#1,M,F,50000,0,38,1,1,2,0.1,4,1,Fund Manager+,1,1
R11233_Row11233_Row11233_Row11233#1,M,M,50000,0,38,1,1,2,0,3,1,Fund Manager+,1,1
R11234_Row11234_Row11234_Row11234#1,M,F,50000,0,38,1,1,2,0,3,1,Fund Manager+,1,1
R11235_Row11235_Row11235_Row11235#1,M,M,60000,0,38,1,1,2,0,3,1,Fund Manager+,0,1
R11243_Row11243_Row11243_Row11243#1,M,F,60000,0,40,1,1,2,0.2,3,1,Fund Manager+,0,1
R11249_Row11249_Row11249_Row11249#1,M,M,70000,0,39,1,1,2,0.2,3,3,Fund Manager+,0,1
R11250_Row11250_Row11250_Row11250#1,M,M,70000,0,39,1,1,2,0,4,3,Fund Manager+,0,1
R11251_Row11251_Row11251_Row11251#1,M,F,60000,0,39,1,1,2,0,4,1,Fund Manager+,0,1
R11252_Row11252_Row11252_Row11252#1,S,F,60000,0,40,1,1,2,0.2,4,1,Fund Manager+,0,1
R11253_Row11253_Row11253_Row11253#1,M,F,60000,0,40,1,1,2,0.2,4,2,Fund Manager+,0,1
R11254_Row11254_Row11254_Row11254#1,M,M,60000,0,39,1,1,2,0.2,4,2,Fund Manager+,0,1
R11255_Row11255_Row11255_Row11255#1,M,F,70000,0,39,1,1,2,0,4,3,Fund Manager+,0,1
R11256_Row11256_Row11256_Row11256#1,M,M,70000,0,40,1,1,2,0,4,4,Fund Manager+,0,1
R11257_Row11257_Row11257_Row11257#1,M,F,70000,0,40,1,1,2,0.2,4,4,Fund Manager+,0,1
R11258_Row11258_Row11258_Row11258#1,M,F,70000,0,40,1,1,2,0,4,4,Fund Manager+,0,1
R11264_Row11264_Row11264_Row11264#1,S,F,60000,0,43,0,1,2,0,3,0,Fund Manager+,0,1
R11265_Row11265_Row11265_Row11265#1,M,M,70000,0,43,0,0,2,0,4,0,Fund Manager+,0,1
R11266_Row11266_Row11266_Row11266#1,M,F,70000,0,43,1,0,2,0.2,4,4,Fund Manager+,0,1
R11267_Row11267_Row11267_Row11267#1,M,F,70000,0,44,1,1,2,0,4,4,Fund Manager+,0,1
R11268_Row11268_Row11268_Row11268#1,S,F,60000,0,41,1,1,2,0.2,4,2,Fund Manager+,0,1
R11269_Row11269_Row11269_Row11269#1,M,M,70000,3,41,0,1,2,1,4,5,Fund Manager+,5,1
R11270_Row11270_Row11270_Row11270#1,M,M,80000,0,41,1,1,2,0,4,2,Fund Manager+,0,1
R11271_Row11271_Row11271_Row11271#1,M,M,80000,0,41,1,1,2,0,4,3,Fund Manager+,0,1
R11272_Row11272_Row11272_Row11272#1,M,F,80000,0,41,1,1,2,0,4,3,Fund Manager+,0,1
R11281_Row11281_Row11281_Row11281#1,M,F,60000,0,45,1,0,2,0.2,3,0,Fund Manager+,0,1
R11300_Row11300_Row11300_Row11300#1,S,F,60000,0,47,1,1,2,0,4,3,Fund Manager+,2,1
R11301_Row11301_Row11301_Row11301#1,M,F,60000,0,47,1,0,2,0,4,3,Fund Manager+,2,1
R11328_Row11328_Row11328_Row11328#1,S,F,50000,0,36,1,1,2,0.1,2,0,Fund Manager+,0,1
R11329_Row11329_Row11329_Row11329#1,M,F,50000,0,36,1,1,2,0.1,3,0,Fund Manager+,0,1
R11330_Row11330_Row11330_Row11330#1,M,M,50000,0,36,1,1,2,0.1,3,0,Fund Manager+,0,1
R11333_Row11333_Row11333_Row11333#1,M,F,40000,1,79,0,1,2,0.1,3,1,Fund Manager+,0,1
R11334_Row11334_Row11334_Row11334#1,M,M,60000,0,44,1,1,2,0.1,3,0,Fund Manager+,0,1
R11335_Row11335_Row11335_Row11335#1,M,M,60000,0,43,1,1,2,0.1,3,0,Fund Manager+,0,1
R11336_Row11336_Row11336_Row11336#1,M,M,60000,0,43,1,1,2,0.1,3,0,Fund Manager+,0,1
R11362_Row11362_Row11362_Row11362#1,M,M,80000,0,51,0,1,2,0,2,5,Fund Manager+,0,1
R11363_Row11363_Row11363_Row11363#1,S,F,80000,0,52,0,0,2,0.1,3,5,Fund Manager+,0,1
R11364_Row11364_Row11364_Row11364#1,M,F,80000,0,52,0,1,2,0.1,3,5,Fund Manager+,0,1
R11365_Row11365_Row11365_Row11365#1,M,M,80000,0,52,0,1,2,0,3,5,Fund Manager+,0,1
R11366_Row11366_Row11366_Row11366#1,M,M,80000,0,52,0,0,2,0,3,4,Fund Manager+,0,1
R11367_Row11367_Row11367_Row11367#1,S,F,80000,0,52,0,0,2,0.1,3,4,Fund Manager+,0,1
R11369_Row11369_Row11369_Row11369#1,M,M,60000,0,51,0,0,2,0.1,2,4,Fund Manager+,0,1
R11370_Row11370_Row11370_Row11370#1,S,F,60000,0,51,0,1,2,0.1,3,4,Fund Manager+,0,1
R11371_Row11371_Row11371_Row11371#1,S,M,50000,0,37,0,1,2,0,3,0,Fund Manager+,0,1
R11372_Row11372_Row11372_Row11372#1,S,F,50000,0,38,1,0,2,0.1,3,0,Fund Manager+,0,1
R11373_Row11373_Row11373_Row11373#1,S,F,40000,0,37,1,1,2,0.1,3,0,Fund Manager+,0,1
R11374_Row11374_Row11374_Row11374#1,M,M,40000,0,37,1,1,2,0.1,3,0,Fund Manager+,0,1
R11375_Row11375_Row11375_Row11375#1,S,F,40000,0,37,0,1,2,0.1,3,1,Fund Manager+,0,1
R11376_Row11376_Row11376_Row11376#1,S,M,50000,0,38,0,1,2,0.1,3,1,Fund Manager+,0,1
R11377_Row11377_Row11377_Row11377#1,S,M,10000,0,43,0,1,3,0,3,1,Fund Manager+,0,1
R11378_Row11378_Row11378_Row11378#1,S,F,10000,0,48,0,1,3,0,1,1,Fund Manager+,0,1
R11379_Row11379_Row11379_Row11379#1,S,M,10000,0,48,0,0,3,0,1,1,Fund Manager+,0,1
R11380_Row11380_Row11380_Row11380#1,S,M,10000,0,48,0,0,3,0,1,1,Fund Manager+,0,1
R11381_Row11381_Row11381_Row11381#1,M,M,10000,0,48,0,0,3,0,1,1,Fund Manager+,0,1
R11382_Row11382_Row11382_Row11382#1,S,F,20000,0,47,0,1,3,0,1,1,Fund Manager+,0,1
R11383_Row11383_Row11383_Row11383#1,M,M,20000,0,48,0,1,3,0,2,1,Fund Manager+,0,1
R11385_Row11385_Row11385_Row11385#1,M,F,20000,0,48,0,1,3,0,1,1,Fund Manager+,0,1
R11386_Row11386_Row11386_Row11386#1,M,M,20000,0,75,0,1,3,0,2,1,Fund Manager+,0,1
R11387_Row11387_Row11387_Row11387#1,M,F,20000,0,73,0,1,3,0,2,1,Fund Manager+,0,1
R11388_Row11388_Row11388_Row11388#1,M,M,20000,0,74,0,1,3,0,2,1,Fund Manager+,0,1
R11394_Row11394_Row11394_Row11394#1,S,F,20000,0,73,0,0,3,0,1,1,Fund Manager+,0,1
R11418_Row11418_Row11418_Row11418#1,M,M,30000,0,49,1,1,3,0,1,4,Fund Manager+,0,1
R11422_Row11422_Row11422_Row11422#1,M,F,30000,0,50,1,0,3,0,1,3,Fund Manager+,0,1
R11426_Row11426_Row11426_Row11426#1,M,F,30000,0,50,1,0,3,0,1,3,Fund Manager+,0,1
R11430_Row11430_Row11430_Row11430#1,S,M,40000,0,50,1,1,3,0,2,3,Fund Manager+,0,1
R11437_Row11437_Row11437_Row11437#1,S,F,40000,0,40,1,1,3,0,2,0,Fund Manager+,0,1
R11444_Row11444_Row11444_Row11444#1,S,M,40000,0,41,1,0,3,0,2,0,Fund Manager+,0,1
R11445_Row11445_Row11445_Row11445#1,S,F,40000,0,41,1,0,3,0,2,0,Fund Manager+,0,1
R11446_Row11446_Row11446_Row11446#1,S,M,40000,0,40,1,0,3,0,2,0,Fund Manager+,0,1
R11447_Row11447_Row11447_Row11447#1,M,F,40000,0,41,1,0,3,0,2,0,Fund Manager+,0,1
R11448_Row11448_Row11448_Row11448#1,S,F,40000,0,41,1,1,3,0,2,0,Fund Manager+,0,1
R11449_Row11449_Row11449_Row11449#1,M,F,40000,0,41,1,1,3,0,2,0,Fund Manager+,0,1
R11450_Row11450_Row11450_Row11450#1,M,F,50000,0,41,1,1,3,0,2,0,Fund Manager+,0,1
R11451_Row11451_Row11451_Row11451#1,S,F,50000,0,41,1,1,3,0,3,0,Fund Manager+,0,1
R11452_Row11452_Row11452_Row11452#1,S,F,50000,0,40,1,0,3,0,3,0,Fund Manager+,0,1
R11464_Row11464_Row11464_Row11464#1,M,M,40000,0,42,1,1,3,0,2,0,Fund Manager+,0,1
R11465_Row11465_Row11465_Row11465#1,S,M,40000,0,42,1,1,3,0,2,0,Fund Manager+,0,1
R11504_Row11504_Row11504_Row11504#1,S,M,60000,0,44,1,1,3,0,4,0,Fund Manager+,0,1
R11543_Row11543_Row11543_Row11543#1,S,M,40000,0,37,1,1,2,0.1,2,0,Fund Manager+,0,1
R11544_Row11544_Row11544_Row11544#1,M,F,50000,0,38,0,1,2,0.1,3,1,Fund Manager+,0,1
R11545_Row11545_Row11545_Row11545#1,M,F,50000,0,38,0,1,2,0.1,3,1,Fund Manager+,0,1
R11547_Row11547_Row11547_Row11547#1,S,M,70000,0,39,0,1,2,0.1,3,1,Fund Manager+,0,1
R11548_Row11548_Row11548_Row11548#1,M,F,70000,0,39,0,1,2,0,3,1,Fund Manager+,0,1
R11549_Row11549_Row11549_Row11549#1,M,F,70000,0,39,0,1,2,0,3,1,Fund Manager+,0,1
R11551_Row11551_Row11551_Row11551#1,S,M,20000,0,48,0,1,3,0,1,1,Fund Manager+,0,1
R11552_Row11552_Row11552_Row11552#1,S,F,20000,0,48,0,1,3,0,2,1,Fund Manager+,0,1
R11553_Row11553_Row11553_Row11553#1,M,F,30000,0,75,0,0,3,0,2,1,Fund Manager+,0,1
R11568_Row11568_Row11568_Row11568#1,S,F,20000,0,73,0,1,3,0,2,1,Fund Manager+,0,1
R11569_Row11569_Row11569_Row11569#1,M,M,30000,0,72,0,1,3,0,2,1,Fund Manager+,0,1
R11585_Row11585_Row11585_Row11585#1,S,M,30000,0,49,1,1,3,0,1,4,Fund Manager+,0,1
R11586_Row11586_Row11586_Row11586#1,M,M,30000,0,49,1,0,3,0,2,3,Fund Manager+,0,1
R11591_Row11591_Row11591_Row11591#1,S,M,30000,0,52,1,0,3,0,1,1,Fund Manager+,0,1
R11592_Row11592_Row11592_Row11592#1,S,F,30000,0,50,1,0,3,0,2,3,Fund Manager+,0,1
R11595_Row11595_Row11595_Row11595#1,M,M,40000,0,50,1,0,3,0,2,3,Fund Manager+,0,1
R11599_Row11599_Row11599_Row11599#1,M,M,40000,0,51,1,0,3,0,2,3,Fund Manager+,0,1
R11611_Row11611_Row11611_Row11611#1,M,M,40000,0,40,1,1,3,0,2,0,Fund Manager+,0,1
R11616_Row11616_Row11616_Row11616#1,S,M,40000,0,41,1,0,3,0,2,0,Fund Manager+,0,1
R11617_Row11617_Row11617_Row11617#1,M,M,40000,0,41,1,1,3,0,2,0,Fund Manager+,0,1
R11618_Row11618_Row11618_Row11618#1,M,F,40000,0,41,1,1,3,0,2,0,Fund Manager+,0,1
R11619_Row11619_Row11619_Row11619#1,S,F,50000,0,41,1,1,3,0,2,0,Fund Manager+,0,1
R11620_Row11620_Row11620_Row11620#1,S,F,50000,0,41,1,0,3,0,3,0,Fund Manager+,0,1
R11621_Row11621_Row11621_Row11621#1,M,M,50000,0,40,1,0,3,0,3,0,Fund Manager+,0,1
R11629_Row11629_Row11629_Row11629#1,M,M,40000,0,87,0,1,3,0,1,1,Fund Manager+,0,1
R11632_Row11632_Row11632_Row11632#1,M,F,40000,0,42,1,0,3,0,2,0,Fund Manager+,0,1
R11633_Row11633_Row11633_Row11633#1,S,F,40000,0,42,1,1,3,0,2,0,Fund Manager+,0,1
R11634_Row11634_Row11634_Row11634#1,S,F,40000,0,42,1,1,3,0,2,0,Fund Manager+,0,1
R11635_Row11635_Row11635_Row11635#1,S,F,40000,0,42,1,1,3,0,2,0,Fund Manager+,0,1
R11670_Row11670_Row11670_Row11670#1,M,F,60000,0,44,0,1,3,0,4,0,Fund Manager+,0,1
R11720_Row11720_Row11720_Row11720#1,M,M,130000,4,44,0,1,2,0,5,1,Fund Manager+,1,1
R11723_Row11723_Row11723_Row11723#1,M,M,60000,2,67,0,0,2,0.1,4,3,Fund Manager+,0,1
R11725_Row11725_Row11725_Row11725#1,M,M,60000,2,67,0,1,2,1,5,3,Fund Manager+,0,1
R11726_Row11726_Row11726_Row11726#1,M,F,60000,2,66,0,1,2,0.1,5,3,Fund Manager+,0,1
R11727_Row11727_Row11727_Row11727#1,M,F,60000,2,66,0,1,2,1,5,3,Fund Manager+,0,1
R11818_Row11818_Row11818_Row11818#1,M,F,150000,4,64,0,1,3,0.5,5,3,Fund Manager+,4,1
R11865_Row11865_Row11865_Row11865#1,M,F,80000,2,76,0,0,2,0.2,4,4,Fund Manager+,0,1
R11885_Row11885_Row11885_Row11885#1,S,M,60000,1,43,1,0,2,0.2,3,0,Fund Manager+,0,1
R11886_Row11886_Row11886_Row11886#1,S,F,60000,1,43,1,1,2,0.2,4,0,Fund Manager+,0,1
